,fibro,endo,immune
SPDYE5,0.0,0.0,0.0
SPDYE7P,0.0,0.0,0.0
SPDYE8P,0.0,0.0,0.0
SPDYE9P,0.0,0.0,0.0
SPECC1,26.0,4.0,9.0
SPECC1L,51.0,37.0,12.0
SPECC1L.ADORA2A,0.0,0.0,0.0
SPEF1,1.0,1.0,0.0
SPEF2,7.0,1.0,0.0
SPEG,9.0,2.0,1.0
SPEM1,0.0,0.0,0.0
SPEN,57.0,54.0,22.0
SPERT,0.0,0.0,0.0
SPESP1,0.0,2.0,0.0
SPG11,14.0,11.0,13.0
SPG20,102.0,64.0,20.0
SPG21,157.0,172.0,57.0
SPG7,42.0,134.0,11.0
SPHAR,5.0,5.0,2.0
SPHK1,289.0,197.0,34.0
SPHK2,22.0,9.0,8.0
SPHKAP,0.0,0.0,0.0
SPI1,2.0,2.0,264.0
SPIB,0.0,0.0,0.0
SPIC,0.0,0.0,0.0
SPICE1,13.0,4.0,2.0
SPIDR,18.0,19.0,9.0
SPIN1,101.0,70.0,24.0
SPIN2A,0.0,0.0,0.0
SPIN2B,4.0,4.0,1.0
SPIN3,3.0,1.0,0.0
SPIN4,0.0,4.0,2.0
SPINK1,38.0,61.0,17.0
SPINK13,0.0,0.0,0.0
SPINK14,0.0,0.0,0.0
SPINK2,0.0,0.0,0.0
SPINK4,0.0,0.0,0.0
SPINK5,1.0,0.0,0.0
SPINK6,0.0,0.0,0.0
SPINK7,0.0,0.0,0.0
SPINK9,0.0,0.0,0.0
SPINT1,7.0,12.0,33.0
SPINT2,58.0,51.0,101.0
SPINT3,0.0,0.0,0.0
SPINT4,0.0,0.0,0.0
SPIRE1,32.0,32.0,9.0
SPIRE2,4.0,2.0,0.0
SPN,1.0,0.0,7.0
SPNS1,73.0,43.0,45.0
SPNS2,1.0,65.0,0.0
SPNS3,0.0,1.0,0.0
SPO11,0.0,0.0,0.0
SPOCD1,29.0,1.0,0.0
SPOCK1,208.0,4.0,0.0
SPOCK2,1.0,42.0,14.0
SPOCK3,0.0,1.0,0.0
SPON1,103.0,0.0,0.0
SPON2,1579.0,15.0,2.0
SPOP,97.0,77.0,28.0
SPOPL,18.0,22.0,3.0
SPP1,12.0,2.0,56.0
SPP2,0.0,0.0,0.0
SPPL2A,65.0,72.0,30.0
SPPL2B,31.0,24.0,8.0
SPPL2C,0.0,0.0,0.0
SPPL3,50.0,62.0,29.0
SPR,8.0,36.0,11.0
SPRED1,79.0,96.0,31.0
SPRED2,66.0,73.0,6.0
SPRED3,2.0,10.0,1.0
SPRN,0.0,1.0,0.0
SPRR1A,0.0,0.0,0.0
SPRR1B,0.0,0.0,0.0
SPRR2A,0.0,0.0,0.0
SPRR2B,0.0,0.0,0.0
SPRR2D,0.0,0.0,0.0
SPRR2E,0.0,0.0,0.0
SPRR2G,0.0,0.0,0.0
SPRR3,0.0,0.0,0.0
SPRR4,0.0,0.0,0.0
SPRTN,21.0,10.0,3.0
SPRY1,44.0,184.0,3.0
SPRY2,70.0,23.0,9.0
SPRY3,1.0,2.0,0.0
SPRY4,73.0,114.0,0.0
SPRYD3,57.0,71.0,17.0
SPRYD4,22.0,16.0,4.0
SPRYD7,29.0,17.0,6.0
SPSB1,139.0,145.0,10.0
SPSB2,13.0,17.0,8.0
SPSB3,59.0,66.0,18.0
SPSB4,1.0,0.0,0.0
SPTA1,0.0,0.0,0.0
SPTAN1,101.0,114.0,38.0
SPTB,5.0,6.0,5.0
SPTBN1,414.0,663.0,6.0
SPTBN2,1.0,3.0,0.0
SPTBN4,1.0,1.0,0.0
SPTBN5,0.0,4.0,0.0
SPTLC1,7.0,8.0,2.0
SPTLC2,20.0,51.0,17.0
SPTLC3,1.0,2.0,2.0
SPTSSA,88.0,72.0,9.0
SPTSSB,1.0,1.0,0.0
SPTY2D1,38.0,25.0,15.0
SPX,0.0,2.0,0.0
SPZ1,0.0,0.0,0.0
SQLE,83.0,75.0,3.0
SQRDL,46.0,48.0,53.0
SQSTM1,1093.0,1164.0,387.0
SRA1,84.0,38.0,20.0
SRBD1,13.0,20.0,7.0
SRC,82.0,10.0,42.0
SRCAP,0.0,1.0,0.0
SRCIN1,0.0,1.0,0.0
SRD5A1,18.0,9.0,6.0
SRD5A2,0.0,0.0,0.0
SRD5A3,28.0,15.0,2.0
SREBF1,88.0,51.0,20.0
SREBF2,100.0,66.0,15.0
SREK1,46.0,38.0,18.0
SREK1IP1,55.0,72.0,19.0
SRF,73.0,45.0,8.0
SRFBP1,12.0,20.0,4.0
SRGAP1,36.0,11.0,3.0
SRGAP2,21.0,41.0,9.0
SRGAP2B,23.0,37.0,9.0
SRGAP3,3.0,1.0,2.0
SRGN,139.0,266.0,706.0
SRI,114.0,100.0,20.0
SRL,0.0,0.0,0.0
SRM,332.0,168.0,31.0
SRMS,0.0,0.0,0.0
SRP14,841.0,961.0,204.0
SRP19,97.0,78.0,15.0
SRP54,55.0,57.0,16.0
SRP68,71.0,45.0,22.0
SRP72,196.0,152.0,54.0
SRP9,146.0,154.0,35.0
SRPK1,34.0,30.0,4.0
SRPK2,44.0,46.0,18.0
SRPK3,0.0,0.0,0.0
SRPR,216.0,159.0,49.0
SRPRB,24.0,19.0,4.0
SRPX,29.0,35.0,1.0
SRPX2,158.0,37.0,0.0
SRR,7.0,6.0,2.0
SRRD,31.0,38.0,9.0
SRRM1,80.0,85.0,32.0
SRRM2,191.0,116.0,61.0
SRRM3,7.0,1.0,1.0
SRRM4,0.0,0.0,0.0
SRRM5,3.0,0.0,0.0
SRRT,44.0,20.0,10.0
SRSF1,105.0,95.0,23.0
SRSF10,81.0,71.0,25.0
SRSF11,133.0,98.0,50.0
SRSF12,4.0,1.0,1.0
SRSF2,254.0,243.0,86.0
SRSF3,335.0,341.0,59.0
SRSF4,101.0,114.0,39.0
SRSF5,170.0,164.0,73.0
SRSF6,36.0,27.0,8.0
SRSF7,144.0,161.0,49.0
SRSF8,49.0,44.0,15.0
SRSF9,312.0,242.0,78.0
SRXN1,0.0,0.0,0.0
SRY,0.0,0.0,0.0
SS18,106.0,80.0,32.0
SS18L1,9.0,6.0,4.0
SS18L2,41.0,43.0,13.0
SSB,106.0,94.0,22.0
SSBP1,89.0,81.0,28.0
SSBP2,26.0,11.0,2.0
SSBP3,146.0,89.0,29.0
SSBP4,66.0,74.0,25.0
SSC4D,1.0,0.0,0.0
SSC5D,37.0,1.0,0.0
SSFA2,26.0,70.0,11.0
SSH1,158.0,116.0,56.0
SSH2,12.0,18.0,3.0
SSH3,10.0,6.0,6.0
SSMEM1,0.0,0.0,0.0
SSNA1,124.0,94.0,36.0
SSPN,56.0,4.0,3.0
SSPO,0.0,0.0,0.0
SSR1,230.0,87.0,62.0
SSR2,531.0,300.0,98.0
SSR3,383.0,139.0,57.0
SSR4,296.0,227.0,71.0
SSRP1,202.0,213.0,33.0
SSSCA1,40.0,28.0,3.0
SST,6739.0,1948.0,622.0
SSTR1,2.0,7.0,3.0
SSTR2,90.0,59.0,38.0
SSTR3,8.0,3.0,2.0
SSTR4,0.0,0.0,0.0
SSTR5,0.0,0.0,0.0
SSU72,133.0,173.0,53.0
SSUH2,1.0,0.0,0.0
SSX1,0.0,0.0,0.0
SSX2,0.0,0.0,0.0
SSX2B,0.0,0.0,0.0
SSX2IP,8.0,4.0,2.0
SSX3,0.0,0.0,0.0
SSX4,0.0,0.0,0.0
SSX4B,0.0,0.0,0.0
SSX5,0.0,0.0,0.0
SSX6,0.0,0.0,0.0
ST13,281.0,228.0,70.0
ST14,10.0,7.0,70.0
ST18,3.0,2.0,5.0
ST20,15.0,10.0,13.0
ST3GAL1,117.0,84.0,54.0
ST3GAL2,64.0,33.0,19.0
ST3GAL3,11.0,2.0,2.0
ST3GAL4,16.0,29.0,3.0
ST3GAL5,4.0,4.0,7.0
ST3GAL6,1.0,39.0,4.0
ST5,60.0,16.0,6.0
ST6GAL1,3.0,41.0,6.0
ST6GAL2,0.0,0.0,0.0
ST6GAL2.IT1,0.0,0.0,0.0
ST6GALNAC1,0.0,0.0,0.0
ST6GALNAC2,0.0,2.0,1.0
ST6GALNAC3,1.0,25.0,2.0
ST6GALNAC4,77.0,46.0,13.0
ST6GALNAC5,1.0,0.0,0.0
ST6GALNAC6,63.0,44.0,10.0
ST7,9.0,15.0,3.0
ST7.OT4,0.0,0.0,0.0
ST7L,4.0,8.0,1.0
ST8SIA1,5.0,1.0,1.0
ST8SIA2,0.0,0.0,0.0
ST8SIA3,0.0,6.0,2.0
ST8SIA4,2.0,33.0,20.0
ST8SIA5,0.0,1.0,0.0
ST8SIA6,0.0,0.0,3.0
STAB1,4.0,60.0,145.0
STAB2,0.0,2.0,0.0
STAC,1.0,0.0,0.0
STAC2,2.0,1.0,0.0
STAC3,2.0,0.0,5.0
STAG1,39.0,39.0,16.0
STAG2,87.0,103.0,34.0
STAG3,1.0,1.0,0.0
STAG3L1,0.0,0.0,0.0
STAG3L2,0.0,1.0,2.0
STAG3L3,25.0,14.0,20.0
STAG3L4,9.0,7.0,1.0
STAG3L5P,0.0,1.0,1.0
STAG3L5P.PVRIG2P.PILRB,6.0,4.0,3.0
STAM,21.0,15.0,7.0
STAM2,47.0,18.0,8.0
STAMBP,26.0,26.0,17.0
STAMBPL1,13.0,1.0,4.0
STAP1,0.0,0.0,3.0
STAP2,2.0,9.0,0.0
STAR,0.0,0.0,0.0
STARD10,58.0,55.0,17.0
STARD13,66.0,17.0,5.0
STARD3,43.0,64.0,26.0
STARD3NL,62.0,67.0,19.0
STARD4,76.0,54.0,13.0
STARD5,7.0,4.0,1.0
STARD6,0.0,0.0,0.0
STARD7,94.0,97.0,58.0
STARD8,4.0,19.0,0.0
STARD9,3.0,2.0,2.0
STAT1,60.0,30.0,42.0
STAT2,90.0,36.0,33.0
STAT3,74.0,110.0,35.0
STAT4,1.0,0.0,4.0
STAT5A,10.0,46.0,23.0
STAT5B,26.0,43.0,12.0
STAT6,153.0,37.0,39.0
STATH,0.0,0.0,0.0
STAU1,126.0,126.0,24.0
STAU2,8.0,20.0,9.0
STC1,385.0,1835.0,2.0
STC2,56.0,170.0,0.0
STEAP1,45.0,1.0,0.0
STEAP1B,2.0,0.0,0.0
STEAP2,53.0,2.0,1.0
STEAP3,0.0,3.0,6.0
STEAP4,3.0,0.0,0.0
STH,0.0,0.0,0.0
STIL,0.0,0.0,1.0
STIM1,61.0,36.0,19.0
STIM2,9.0,53.0,9.0
STIP1,222.0,191.0,63.0
STK10,16.0,82.0,21.0
STK11,40.0,36.0,15.0
STK11IP,18.0,6.0,3.0
STK16,30.0,22.0,6.0
STK17A,41.0,15.0,7.0
STK17B,70.0,22.0,58.0
STK19,56.0,42.0,6.0
STK24,352.0,158.0,55.0
STK25,89.0,76.0,20.0
STK26,5.0,2.0,1.0
STK3,21.0,6.0,7.0
STK31,0.0,0.0,0.0
STK32A,0.0,0.0,0.0
STK32B,2.0,6.0,1.0
STK32C,16.0,11.0,12.0
STK33,1.0,2.0,0.0
STK35,0.0,0.0,0.0
STK36,12.0,7.0,3.0
STK38,22.0,33.0,15.0
STK38L,54.0,26.0,6.0
STK39,19.0,8.0,4.0
STK4,17.0,20.0,29.0
STK40,53.0,49.0,28.0
STKLD1,0.0,0.0,0.0
STMN1,23.0,112.0,44.0
STMN2,23.0,6.0,8.0
STMN3,51.0,12.0,4.0
STMN4,0.0,0.0,0.0
STMND1,0.0,0.0,0.0
STOM,198.0,373.0,42.0
STOML1,10.0,13.0,2.0
STOML2,85.0,63.0,18.0
STOML3,0.0,0.0,0.0
STON1,37.0,8.0,2.0
STON1.GTF2A1L,1.0,0.0,0.0
STON2,2.0,2.0,2.0
STOX1,1.0,1.0,0.0
STOX2,5.0,12.0,0.0
STPG1,1.0,1.0,1.0
STPG2,0.0,0.0,1.0
STRA13,90.0,61.0,32.0
STRA6,15.0,0.0,0.0
STRA8,0.0,0.0,0.0
STRADA,20.0,21.0,14.0
STRADB,8.0,10.0,3.0
STRAP,174.0,145.0,20.0
STRBP,10.0,23.0,9.0
STRC,0.0,0.0,0.0
STRIP1,28.0,24.0,14.0
STRIP2,0.0,1.0,3.0
STRN,22.0,20.0,9.0
STRN3,36.0,23.0,11.0
STRN4,81.0,119.0,12.0
STS,9.0,6.0,0.0
STT3A,92.0,47.0,18.0
STT3B,108.0,90.0,41.0
STUB1,149.0,110.0,45.0
STX10,72.0,62.0,28.0
STX11,4.0,23.0,7.0
STX12,54.0,56.0,30.0
STX16,51.0,50.0,12.0
STX17,14.0,11.0,7.0
STX18,26.0,23.0,6.0
STX19,1.0,0.0,0.0
STX1A,18.0,32.0,15.0
STX1B,1.0,0.0,0.0
STX2,28.0,15.0,9.0
STX3,16.0,39.0,31.0
STX4,87.0,84.0,39.0
STX5,70.0,52.0,20.0
STX6,34.0,49.0,27.0
STX7,26.0,28.0,15.0
STX8,44.0,29.0,12.0
STXBP1,42.0,51.0,12.0
STXBP2,4.0,10.0,41.0
STXBP3,27.0,40.0,11.0
STXBP4,10.0,2.0,1.0
STXBP5,20.0,33.0,14.0
STXBP5L,1.0,0.0,0.0
STXBP6,6.0,1.0,2.0
STYK1,0.0,0.0,0.0
STYX,23.0,10.0,8.0
STYXL1,25.0,28.0,15.0
SUB1,380.0,238.0,66.0
SUCLA2,18.0,14.0,2.0
SUCLG1,96.0,59.0,23.0
SUCLG2,51.0,33.0,16.0
SUCNR1,0.0,0.0,1.0
SUCO,29.0,34.0,31.0
SUDS3,31.0,16.0,12.0
SUFU,4.0,9.0,3.0
SUGCT,11.0,1.0,0.0
SUGP1,23.0,21.0,10.0
SUGP2,53.0,21.0,24.0
SUGT1,84.0,84.0,16.0
SUGT1P3,0.0,1.0,0.0
SULF1,204.0,11.0,5.0
SULF2,57.0,144.0,4.0
SULT1A1,9.0,4.0,2.0
SULT1A2,0.0,0.0,0.0
SULT1A3,1.0,0.0,0.0
SULT1A4,0.0,0.0,0.0
SULT1B1,0.0,0.0,0.0
SULT1C2,0.0,0.0,0.0
SULT1C2P1,0.0,0.0,0.0
SULT1C3,0.0,0.0,0.0
SULT1C4,0.0,0.0,0.0
SULT1E1,1.0,0.0,0.0
SULT2A1,0.0,0.0,0.0
SULT2B1,0.0,0.0,0.0
SULT4A1,0.0,0.0,1.0
SULT6B1,0.0,0.0,0.0
SUMF1,18.0,10.0,12.0
SUMF2,46.0,39.0,28.0
SUMO1,145.0,153.0,54.0
SUMO2,354.0,370.0,121.0
SUMO3,179.0,165.0,96.0
SUMO4,142.0,132.0,42.0
SUN1,55.0,48.0,4.0
SUN2,120.0,151.0,48.0
SUN3,0.0,0.0,0.0
SUN5,0.0,0.0,0.0
SUOX,21.0,15.0,5.0
SUPT16H,78.0,80.0,26.0
SUPT20H,22.0,12.0,9.0
SUPT3H,4.0,0.0,1.0
SUPT4H1,93.0,104.0,38.0
SUPT5H,84.0,79.0,36.0
SUPT6H,45.0,65.0,18.0
SUPT7L,36.0,28.0,15.0
SUPV3L1,3.0,5.0,2.0
SURF1,65.0,50.0,30.0
SURF2,16.0,26.0,4.0
SURF4,430.0,269.0,103.0
SURF6,27.0,34.0,5.0
SUSD1,9.0,7.0,3.0
SUSD2,98.0,0.0,0.0
SUSD3,3.0,0.0,5.0
SUSD4,7.0,5.0,0.0
SUSD5,2.0,0.0,0.0
SUSD6,67.0,61.0,32.0
SUV39H1,0.0,2.0,1.0
SUV39H2,1.0,2.0,1.0
SUV420H1,32.0,34.0,11.0
SUV420H2,5.0,3.0,4.0
SUZ12,42.0,49.0,24.0
SUZ12P1,8.0,14.0,5.0
SV2A,39.0,16.0,6.0
SV2B,0.0,39.0,1.0
SV2C,1.0,0.0,0.0
SVBP,47.0,44.0,11.0
SVEP1,0.0,0.0,0.0
SVIL,37.0,87.0,2.0
SVIP,28.0,75.0,20.0
SVOP,3.0,2.0,2.0
SVOPL,0.0,0.0,0.0
SWAP70,14.0,214.0,37.0
SWI5,54.0,30.0,11.0
SWSAP1,2.0,3.0,2.0
SWT1,3.0,10.0,2.0
SYAP1,66.0,47.0,18.0
SYBU,1.0,15.0,1.0
SYCE1,0.0,0.0,0.0
SYCE1L,3.0,4.0,1.0
SYCE2,1.0,0.0,0.0
SYCE3,0.0,0.0,2.0
SYCN,9.0,13.0,3.0
SYCP1,0.0,1.0,0.0
SYCP2,1.0,0.0,0.0
SYCP2L,0.0,0.0,0.0
SYCP3,1.0,0.0,0.0
SYDE1,144.0,41.0,0.0
SYDE2,0.0,0.0,0.0
SYF2,113.0,92.0,31.0
SYK,0.0,0.0,71.0
SYMPK,42.0,33.0,8.0
SYN1,11.0,5.0,4.0
SYN2,0.0,1.0,1.0
SYN3,0.0,0.0,0.0
SYNC,2.0,3.0,0.0
SYNCRIP,155.0,140.0,50.0
SYNDIG1,19.0,1.0,5.0
SYNDIG1L,0.0,0.0,0.0
SYNE1,27.0,36.0,3.0
SYNE2,4.0,64.0,3.0
SYNE3,5.0,28.0,3.0
SYNE4,1.0,5.0,3.0
SYNGAP1,36.0,12.0,1.0
SYNGR1,11.0,3.0,4.0
SYNGR2,52.0,89.0,191.0
SYNGR3,0.0,3.0,4.0
SYNGR4,9.0,15.0,3.0
SYNJ1,12.0,19.0,4.0
SYNJ2,311.0,116.0,14.0
SYNJ2BP,31.0,41.0,21.0
SYNJ2BP.COX16,7.0,18.0,10.0
SYNM,19.0,26.0,0.0
SYNPO,81.0,340.0,4.0
SYNPO2,8.0,5.0,0.0
SYNPO2L,0.0,0.0,0.0
SYNPR,0.0,0.0,0.0
SYNRG,21.0,31.0,25.0
SYP,12.0,10.0,3.0
SYPL1,93.0,122.0,15.0
SYPL2,37.0,0.0,0.0
SYS1,43.0,20.0,14.0
SYS1.DBNDD2,0.0,0.0,0.0
SYT1,4.0,0.0,0.0
SYT10,0.0,0.0,0.0
SYT11,49.0,56.0,10.0
SYT12,0.0,0.0,0.0
SYT13,4.0,12.0,4.0
SYT14,4.0,3.0,1.0
SYT15,1.0,0.0,0.0
SYT16,0.0,4.0,2.0
SYT17,9.0,26.0,5.0
SYT2,0.0,0.0,1.0
SYT3,3.0,0.0,1.0
SYT4,10.0,10.0,1.0
SYT5,15.0,11.0,8.0
SYT6,0.0,1.0,0.0
SYT7,20.0,17.0,7.0
SYT8,0.0,0.0,0.0
SYT9,0.0,1.0,0.0
SYTL1,5.0,1.0,2.0
SYTL2,23.0,2.0,2.0
SYTL3,11.0,24.0,19.0
SYTL4,8.0,14.0,0.0
SYTL5,0.0,2.0,1.0
SYVN1,69.0,48.0,27.0
SZRD1,146.0,168.0,45.0
SZT2,10.0,14.0,6.0
T,0.0,0.0,0.0
TAAR1,0.0,0.0,0.0
TAAR2,0.0,0.0,0.0
TAAR5,0.0,0.0,0.0
TAAR6,0.0,0.0,0.0
TAAR8,0.0,0.0,0.0
TAAR9,0.0,0.0,0.0
TAB1,10.0,12.0,7.0
TAB2,47.0,44.0,29.0
TAB3,11.0,2.0,3.0
TAC1,0.0,0.0,0.0
TAC3,0.0,0.0,0.0
TAC4,0.0,0.0,0.0
TACC1,132.0,148.0,76.0
TACC2,12.0,37.0,2.0
TACC3,6.0,5.0,12.0
TACO1,27.0,13.0,7.0
TACR1,0.0,1.0,0.0
TACR2,0.0,0.0,0.0
TACR3,0.0,0.0,0.0
TACSTD2,9.0,6.0,0.0
TADA1,12.0,5.0,0.0
TADA2A,10.0,10.0,4.0
TADA2B,19.0,24.0,12.0
TADA3,98.0,74.0,45.0
TAF1,7.0,10.0,2.0
TAF10,134.0,111.0,71.0
TAF11,46.0,56.0,4.0
TAF12,52.0,39.0,17.0
TAF13,0.0,0.0,1.0
TAF15,69.0,66.0,27.0
TAF1A,6.0,2.0,0.0
TAF1B,7.0,4.0,1.0
TAF1C,19.0,21.0,1.0
TAF1D,62.0,52.0,15.0
TAF1L,0.0,0.0,0.0
TAF2,40.0,31.0,1.0
TAF3,28.0,39.0,6.0
TAF4,18.0,13.0,4.0
TAF4B,9.0,10.0,0.0
TAF5,7.0,6.0,1.0
TAF5L,23.0,26.0,7.0
TAF6,69.0,54.0,16.0
TAF6L,5.0,5.0,3.0
TAF7,81.0,86.0,33.0
TAF7L,0.0,0.0,0.0
TAF8,12.0,8.0,14.0
TAF9,36.0,53.0,24.0
TAF9B,10.0,8.0,2.0
TAGAP,0.0,0.0,18.0
TAGLN,663.0,14.0,3.0
TAGLN2,1283.0,1067.0,222.0
TAGLN3,2.0,5.0,5.0
TAL1,0.0,17.0,5.0
TAL2,0.0,0.0,0.0
TALDO1,221.0,227.0,123.0
TAMM41,3.0,2.0,1.0
TANC1,10.0,37.0,2.0
TANC2,11.0,45.0,5.0
TANGO2,16.0,14.0,5.0
TANGO6,12.0,11.0,1.0
TANK,93.0,79.0,25.0
TAOK1,72.0,81.0,16.0
TAOK2,12.0,17.0,6.0
TAOK3,80.0,32.0,76.0
TAP1,50.0,124.0,18.0
TAP2,52.0,69.0,11.0
TAPBP,164.0,193.0,141.0
TAPBPL,11.0,8.0,6.0
TAPT1,22.0,21.0,3.0
TARBP1,3.0,11.0,1.0
TARBP2,23.0,30.0,9.0
TARDBP,87.0,102.0,44.0
TARID,2.0,0.0,0.0
TARM1,0.0,0.0,0.0
TARS,136.0,77.0,16.0
TARS2,7.0,7.0,5.0
TARSL2,10.0,1.0,2.0
TAS1R1,0.0,0.0,0.0
TAS1R2,0.0,0.0,0.0
TAS1R3,0.0,0.0,1.0
TAS2R1,0.0,0.0,0.0
TAS2R10,0.0,0.0,0.0
TAS2R12,0.0,0.0,0.0
TAS2R13,0.0,0.0,0.0
TAS2R14,0.0,0.0,0.0
TAS2R16,0.0,0.0,0.0
TAS2R19,0.0,0.0,0.0
TAS2R20,0.0,0.0,0.0
TAS2R3,0.0,0.0,0.0
TAS2R30,0.0,0.0,0.0
TAS2R31,0.0,0.0,0.0
TAS2R38,0.0,0.0,0.0
TAS2R39,0.0,0.0,0.0
TAS2R4,1.0,0.0,0.0
TAS2R40,0.0,0.0,0.0
TAS2R41,0.0,0.0,0.0
TAS2R42,0.0,0.0,0.0
TAS2R43,0.0,0.0,0.0
TAS2R46,0.0,0.0,0.0
TAS2R5,0.0,0.0,0.0
TAS2R50,0.0,0.0,0.0
TAS2R60,0.0,0.0,0.0
TAS2R7,0.0,0.0,0.0
TAS2R8,0.0,0.0,0.0
TAS2R9,0.0,0.0,0.0
TASP1,14.0,7.0,3.0
TAT,0.0,0.0,0.0
TATDN1,46.0,39.0,8.0
TATDN2,22.0,16.0,13.0
TATDN3,14.0,11.0,7.0
TAX1BP1,166.0,147.0,77.0
TAX1BP3,194.0,199.0,26.0
TAZ,28.0,29.0,14.0
TBATA,0.0,0.0,0.0
TBC1D1,53.0,114.0,19.0
TBC1D10A,25.0,7.0,8.0
TBC1D10B,60.0,55.0,22.0
TBC1D10C,0.0,0.0,3.0
TBC1D12,8.0,8.0,7.0
TBC1D13,31.0,33.0,13.0
TBC1D14,27.0,16.0,19.0
TBC1D15,33.0,88.0,16.0
TBC1D16,54.0,47.0,11.0
TBC1D17,48.0,29.0,7.0
TBC1D19,7.0,8.0,0.0
TBC1D2,2.0,7.0,35.0
TBC1D20,59.0,49.0,14.0
TBC1D21,0.0,0.0,0.0
TBC1D22A,27.0,53.0,28.0
TBC1D22B,13.0,10.0,3.0
TBC1D23,42.0,11.0,5.0
TBC1D24,7.0,5.0,1.0
TBC1D25,28.0,25.0,7.0
TBC1D26,0.0,0.0,0.0
TBC1D27,0.0,0.0,0.0
TBC1D28,0.0,0.0,0.0
TBC1D29,0.0,0.0,0.0
TBC1D2B,60.0,37.0,12.0
TBC1D3,0.0,0.0,0.0
TBC1D30,2.0,18.0,2.0
TBC1D31,2.0,2.0,3.0
TBC1D32,3.0,3.0,0.0
TBC1D3B,0.0,0.0,0.0
TBC1D3C,0.0,1.0,0.0
TBC1D3D,0.0,0.0,0.0
TBC1D3E,0.0,0.0,0.0
TBC1D3F,0.0,0.0,0.0
TBC1D3G,0.0,1.0,0.0
TBC1D3H,0.0,0.0,0.0
TBC1D3I,0.0,0.0,0.0
TBC1D3K,0.0,0.0,0.0
TBC1D3L,0.0,0.0,0.0
TBC1D3P1.DHX40P1,0.0,0.0,0.0
TBC1D3P2,0.0,0.0,0.0
TBC1D3P5,0.0,1.0,0.0
TBC1D4,13.0,22.0,9.0
TBC1D5,37.0,48.0,30.0
TBC1D7,29.0,19.0,13.0
TBC1D8,1.0,17.0,3.0
TBC1D8B,22.0,10.0,3.0
TBC1D9,37.0,41.0,17.0
TBC1D9B,45.0,52.0,29.0
TBCA,228.0,243.0,63.0
TBCB,118.0,100.0,30.0
TBCC,36.0,34.0,8.0
TBCCD1,12.0,7.0,4.0
TBCD,27.0,111.0,18.0
TBCE,8.0,10.0,2.0
TBCEL,21.0,21.0,4.0
TBCK,8.0,6.0,2.0
TBK1,30.0,37.0,14.0
TBKBP1,8.0,30.0,5.0
TBL1X,53.0,29.0,15.0
TBL1XR1,62.0,60.0,20.0
TBL1Y,4.0,2.0,0.0
TBL2,39.0,18.0,23.0
TBL3,41.0,24.0,9.0
TBP,27.0,25.0,5.0
TBPL1,15.0,16.0,6.0
TBPL2,80.0,50.0,21.0
TBR1,0.0,0.0,0.0
TBRG1,50.0,51.0,12.0
TBRG4,51.0,33.0,13.0
TBX1,0.0,1.0,0.0
TBX10,0.0,0.0,0.0
TBX15,0.0,0.0,1.0
TBX18,5.0,0.0,0.0
TBX19,0.0,0.0,0.0
TBX2,141.0,12.0,0.0
TBX20,0.0,0.0,0.0
TBX21,0.0,1.0,4.0
TBX22,0.0,0.0,0.0
TBX3,444.0,59.0,4.0
TBX4,0.0,0.0,0.0
TBX5,0.0,0.0,0.0
TBX6,0.0,0.0,0.0
TBXA2R,2.0,26.0,0.0
TBXAS1,0.0,5.0,125.0
TC2N,7.0,5.0,0.0
TCAF1,16.0,8.0,1.0
TCAF2,7.0,3.0,0.0
TCAIM,5.0,9.0,1.0
TCAM1P,0.0,0.0,0.0
TCAP,0.0,2.0,2.0
TCEA1,112.0,96.0,38.0
TCEA2,72.0,99.0,11.0
TCEA3,1.0,0.0,3.0
TCEAL1,20.0,28.0,9.0
TCEAL2,9.0,8.0,1.0
TCEAL3,60.0,34.0,20.0
TCEAL4,117.0,107.0,29.0
TCEAL5,4.0,3.0,1.0
TCEAL6,9.0,3.0,4.0
TCEAL7,25.0,4.0,0.0
TCEAL8,110.0,74.0,15.0
TCEANC,0.0,0.0,0.0
TCEANC2,5.0,5.0,3.0
TCEB1,167.0,150.0,34.0
TCEB2,398.0,294.0,93.0
TCEB3,53.0,53.0,20.0
TCEB3B,0.0,0.0,0.0
TCEB3C,0.0,0.0,0.0
TCEB3CL,0.0,0.0,0.0
TCEB3CL2,0.0,0.0,0.0
TCERG1,63.0,41.0,17.0
TCERG1L,7.0,3.0,0.0
TCF12,52.0,38.0,7.0
TCF15,2.0,40.0,0.0
TCF19,1.0,5.0,5.0
TCF20,23.0,21.0,15.0
TCF21,33.0,0.0,0.0
TCF23,0.0,0.0,0.0
TCF25,145.0,90.0,55.0
TCF3,80.0,66.0,9.0
TCF4,140.0,721.0,13.0
TCF7,37.0,4.0,6.0
TCF7L1,21.0,53.0,1.0
TCF7L2,56.0,29.0,7.0
TCFL5,6.0,7.0,2.0
TCHH,0.0,0.0,0.0
TCHHL1,0.0,0.0,0.0
TCHP,16.0,10.0,1.0
TCIRG1,22.0,15.0,21.0
TCL1A,0.0,0.0,0.0
TCL1B,0.0,0.0,0.0
TCL6,0.0,1.0,0.0
TCN1,0.0,0.0,0.0
TCN2,3.0,7.0,13.0
TCOF1,69.0,44.0,17.0
TCP1,184.0,193.0,56.0
TCP10,0.0,0.0,0.0
TCP10L,0.0,8.0,1.0
TCP10L2,0.0,0.0,0.0
