,UCSC_RefGene_Name
cg16062480,EPRS
cg16063112,C10orf107
cg16068780,SBNO1
cg16068833,UBXN11
cg16068833,CD52
cg16070444,TMEM184B
cg16072462,PF4
cg16078836,MAP3K13
cg16080552,TACSTD2
cg16082125,USP11
cg16085042,HSP90B1
cg16090392,AFF1
cg16091845,SMARCA5
cg16092956,ACSL1
cg16094520,SHMT1
cg16097772,LYZ
cg16104446,MCM4
cg16104446,PRKDC
cg16107172,SLC27A5
cg16107553,PPP2R5E
cg16111791,CACNB4
cg16112050,ENOSF1
cg16118817,FEM1A
cg16120811,WEE1
cg16124821,ZNF706
cg16125615,CAPS
cg16129797,MRPL15
cg16131766,MKRN3
cg16140179,SPERT
cg16142218,CHMP7
cg16142977,EEF2
cg16148403,SEPSECS
cg16148454,TMED6
cg16150435,C6orf15
cg16158681,MT3
cg16158807,WNK2
cg16158874,GPR4
cg16166399,ZBTB45
cg16182127,SASS6
cg16185365,RNF168
cg16188038,ZNF622
cg16191009,CPNE9
cg16192029,ANKRD7
cg16193203,USP54
cg16194715,SMAD9
cg16200844,ITCH
cg16205058,APEX1
cg16205058,OSGEP
cg16208136,GEM
cg16209630,ZNHIT2
cg16218424,CMAS
cg16220183,SEPT4
cg16224854,SLC25A25
cg16225429,TUSC2
cg16225441,BECN1
cg16225753,MAD2L1
cg16227684,GDI1
cg16227775,ABCB7
cg16232979,TPM4
cg16235034,FRMPD1
cg16235860,USP1
cg16241648,ARPC1A
cg16243644,STAG2
cg16243646,PLA2G12A
cg16245339,DECR2
cg16245844,ADIPOR2
cg16246410,NR4A2
cg16249454,CXCL2
cg16250355,SMARCC1
cg16256230,KIF4A
cg16256230,PDZD11
cg16256504,WNT6
cg16256610,REEP4
cg16257040,RMND5B
cg16257086,CD46
cg16257091,BDNF
cg16257685,UCHL3
cg16264526,EDNRA
cg16268051,CDC42
cg16270091,QRICH1
cg16270890,HAGH
cg16270890,FAHD1
cg16273524,THUMPD2
cg16273788,ASB7
cg16275172,TMOD3
cg16276199,PPP1CB
cg16280667,CXCR5
cg16290737,CHGA
cg16293105,SIGLEC6
cg16298264,MBLAC2
cg16298264,POLR3G
cg16299341,OSBPL9
cg16303562,MSR1
cg16312916,ACAD10
cg16312916,BRAP
cg16313343,BRF1
cg16313587,BRF2
cg16315923,KIAA0195
cg16334795,BACE2
cg16335762,CMTM3
cg16338035,C3orf58
cg16338822,TPX2
cg16340918,KIF11
cg16341373,CDCA8
cg16343842,CD99L2
cg16345226,TMEM38A
cg16352283,FAM46B
cg16353413,CENPB
cg16354207,UBE2F
cg16356956,CSF2RB
cg16357921,CDK20
cg16358738,AGXT
cg16362133,SLC11A2
cg16366323,DUSP3
cg16367232,UTP14A
cg16377880,CYP4F3
cg16379513,TSSK3
cg16385933,PDCD4
cg16388829,ARID5A
cg16393207,GDPD5
cg16396488,PLA2G1B
cg16396948,PHLDB2
cg16398289,WDR49
cg16404106,CCDC81
cg16404689,C1orf112
cg16408970,BAMBI
cg16414945,DUSP12
cg16426459,MLPH
cg16427670,ARHGEF7
cg16464322,HNRNPL
cg16466334,MMP3
cg16469386,SLC38A1
cg16470760,CD4
cg16474696,MRI1
cg16478145,TFPI
cg16481281,IL11
cg16501235,C1orf54
cg16504670,DEF8
cg16504798,MYO1F
cg16505204,THRSP
cg16505687,GPR137B
cg16509045,TRPM6
cg16509569,NCKAP1L
cg16512727,RAD51AP1
cg16512727,C12orf4
cg16518291,ZNF460
cg16521836,QTRTD1
cg16521836,KIAA1407
cg16523653,DNMT3B
cg16527805,MDH1
cg16539629,C14orf132
cg16540768,TMEM56
cg16545079,PER1
cg16546489,HSD17B1
cg16547450,IFT88
cg16557944,GPX7
cg16561743,CXorf23
cg16564824,SNAP25
cg16571399,TLN2
cg16582174,CLINT1
cg16582344,ARF1
cg16584172,ZIC2
cg16584911,AHCYL2
cg16585619,KRT19
cg16585682,SCGB3A1
cg16592658,EBI3
cg16593081,DYX1C1
cg16601385,CFD
cg16606185,C21orf33
cg16608348,PTPN14
cg16609957,SHROOM1
cg16612562,RASL10A
cg16613192,UROD
cg16613192,HECTD3
cg16614500,TMEM80
cg16614500,DEAF1
cg16616325,TSNAX
cg16616769,IQCK
cg16638540,ZNF135
cg16641915,CAPN5
cg16645539,SNAPC3
cg16652063,SLC13A5
cg16652241,MMP15
cg16653538,GAS2L3
cg16664233,ETHE1
cg16665103,COQ3
cg16666115,MRPS18A
cg16673198,CPNE4
cg16685388,HIVEP3
cg16685860,PLD2
cg16688376,AKAP9
cg16691616,INPP1
cg16705481,TRAPPC3
cg16708012,TMEM119
cg16708981,ZNF677
cg16711185,SHC4
cg16716983,DRP2
cg16717225,GLT1D1
cg16718678,NRXN2
cg16718891,ITGA5
cg16720880,BAG1
cg16720880,CHMP5
cg16721202,SP4
cg16729794,MOBP
cg16731016,LGALS4
cg16731240,ZNF577
cg16732901,C19orf45
cg16739396,ATG4C
cg16742703,KLK3
cg16743289,CACYBP
cg16744741,PRKG2
cg16746631,IMPA1
cg16746737,UBE2D3
cg16746737,CISD2
cg16747567,PCNX
cg16749578,NR2F6
cg16749930,IL18BP
cg16756998,ZDHHC8
cg16758041,NDUFB6
cg16762195,DHX58
cg16769442,MAGI3
cg16774604,OXA1L
cg16777839,PHPT1
cg16778809,ADAM23
cg16779976,BLNK
cg16785344,PXN
cg16786703,ADAM8
cg16791686,GLTSCR2
cg16792800,GPC6
cg16796590,MFSD2A
cg16797831,KIAA1324
cg16797831,C1orf194
cg16802152,CDKN2AIP
cg16803817,TMEM50B
cg16814399,HIBCH
cg16816226,EDEM1
cg16824731,ILK
cg16824731,RRP8
cg16826718,HRK
cg16829154,NOTCH1
cg16832407,TRPM3
cg16833230,DNTTIP2
cg16834187,BRD7
cg16834431,ATPIF1
cg16837769,NDUFA4
cg16848873,HOXB6
cg16852892,MMP16
cg16853982,ACTN2
cg16854524,LIN54
cg16855929,EGLN1
cg16860587,ELAVL1
cg16861508,TNFRSF10B
cg16862361,XDH
cg16862838,RCN2
cg16864658,CCK
cg16879115,APOBEC1
cg16886188,ADRA2A
cg16886259,CYSLTR2
cg16891895,RGS16
cg16893574,CALB2
cg16899036,HOMER3
cg16900022,MDN1
cg16907075,UBQLN4
cg16907167,TGOLN2
cg16907514,KTN1
cg16907566,COL14A1
cg16909124,NR2C1
cg16910767,ANKRD27
cg16910767,RGS9BP
cg16913124,HYAL1
cg16923271,POLD1
cg16937611,SERPINA5
cg16940935,ACSM1
cg16941656,FRY
cg16953064,TXNL4B
cg16953064,DHX38
cg16956268,CDK5RAP2
cg16959972,DMC1
cg16964535,DNAJC5G
cg16977872,FKBP2
cg16978263,SMC4
cg16978263,IFT80
cg16983159,TMEM173
cg16984812,PLEKHH2
cg16984944,TBC1D23
cg16989646,SLC25A15
cg16993794,SLC2A11
cg16998207,FKTN
cg16998353,TRIM3
cg17001430,KIF25
cg17006282,RPL36
cg17009717,POLR1B
cg17016000,RIN2
cg17017278,TRUB1
cg17018517,ENTPD2
cg17021265,CD2AP
cg17022635,FUS
cg17022914,BATF2
cg17029168,NKX2-2
cg17030820,MSMB
cg17031727,COG2
cg17038116,ASH1L
cg17040807,CYGB
cg17044311,ABCC2
cg17048483,RBM7
cg17048483,C11orf71
cg17065601,SUMO2
cg17067005,IL10
cg17067528,IER3
cg17067942,TXNDC15
cg17071957,GSN
cg17073891,PLAC1
cg17076921,CAMK2G
cg17080277,PTPRB
cg17083925,TGM2
cg17084151,NCALD
cg17084361,CDS1
cg17085299,IRF2BP1
cg17088290,AMHR2
cg17095279,APOH
cg17100322,FYN
cg17109273,TINF2
cg17111669,NCOA5
cg17114257,FCHSD2
cg17125623,NFATC3
cg17127769,LCP2
cg17127823,TRAM1
cg17130791,PPT1
cg17133388,FAM162A
cg17133388,CCDC58
cg17140815,ATP6V1F
cg17142149,RCAN2
cg17142183,IL1R2
cg17142470,SORBS3
cg17154022,HMGN2
cg17162024,FAM150A
cg17165760,ANKRD26
cg17176732,OXR1
cg17177699,COL5A3
cg17178336,IHH
cg17178888,CCNJL
cg17181653,SF3B5
cg17185639,ITGB3
cg17186803,SCN4B
cg17189778,AVPR2
cg17192247,MAPRE3
cg17198722,PRDX3
cg17199483,ABCC1
cg17199658,SNX31
cg17200465,ENTPD3
cg17214107,FGF2
cg17225169,PJA2
cg17232861,TRIM10
cg17236617,ACOT7
cg17237063,RBMS3
cg17239761,SNAP29
cg17240496,UBXN1
cg17241657,AP1AR
cg17253459,OLFML3
cg17256555,UTP23
cg17258195,ISLR
cg17259265,HYLS1
cg17260725,CCNB2
cg17267493,TNFSF13
cg17274742,GPNMB
cg17283268,POLRMT
cg17286491,CEP350
cg17293470,COQ10B
cg17293641,TNFRSF11B
cg17296166,PNMAL1
cg17302852,FXR1
cg17304878,DCAF7
cg17305187,KLF15
cg17317962,ACTG1
cg17329249,MAT2B
cg17333479,ZNF571
cg17342283,SRGN
cg17345480,SPPL3
cg17346022,SNX6
cg17349753,RTN4RL2
cg17350448,AGTRAP
cg17351116,ABHD12
cg17351385,ALKBH6
cg17354052,UBFD1
cg17354052,EARS2
cg17354708,HDAC8
cg17356181,MAP4K5
cg17356181,ATL1
cg17356252,AIRE
cg17356733,IFNGR2
cg17357984,CDC34
cg17361154,ENTPD8
cg17361641,JUND
cg17364922,YTHDF1
cg17367215,SUPT5H
cg17371067,CEBPB
cg17386185,GLYCTK
cg17386700,MVD
cg17389295,FBL
cg17391929,GMPR2
cg17391929,NEDD8
cg17393296,FGGY
cg17398595,SH3GL2
cg17400229,U2AF1
cg17403875,LGALS3
cg17404605,MAP2K7
cg17407908,AGER
cg17410236,FLRT2
cg17414431,C19orf73
cg17415555,TMTC2
cg17417191,RRP15
cg17423978,SIRPD
cg17425224,PARK7
cg17430393,VSNL1
cg17436805,MIPEP
cg17441778,MYO7A
cg17446142,GDF9
cg17452277,EBAG9
cg17452384,MAPK10
cg17455591,SEP15
cg17455591,HS2ST1
cg17456704,ZNF625
cg17457560,NRG1
cg17463527,SGK2
cg17468440,PPP2R1B
cg17470143,DCLK1
cg17471019,TMEM67
cg17471928,STAC2
cg17475456,CLEC2B
cg17475918,HLA-E
cg17477756,HNRNPM
cg17484237,HAVCR2
cg17488985,NT5E
cg17489451,CCDC91
cg17489622,C2CD2L
cg17496788,DDR2
cg17498523,GTF2A1
cg17500329,TRAPPC9
cg17502536,PADI1
cg17503456,FOXL2
cg17504464,AK7
cg17506742,IL10RB
cg17509807,GTF3C2
cg17518962,GAL3ST4
cg17518965,S1PR4
cg17520176,ZMYM4
cg17525406,AJAP1
cg17541922,PRSS23
cg17547537,EIF1
cg17550582,SLC2A10
cg17552650,WDR45
cg17556578,RAB8B
cg17560327,ZNF417
cg17571782,CXorf40A
cg17572572,GPN2
cg17589341,SLC14A1
cg17592734,ZNF175
cg17592812,FAM32A
cg17593391,RRAGC
cg17598875,AHSA1
cg17611475,AGAP2
cg17616707,ATP5B
cg17624892,HMGN4
cg17628717,HECW1
cg17631429,FOXS1
cg17639059,NAB2
cg17641252,PLEK2
cg17651255,SYF2
cg17659886,AP1S2
cg17660026,ST13
cg17665608,CSGALNACT2
cg17669700,NDUFS7
cg17676129,SYCE1
cg17677842,PRDM4
cg17682309,STX7
cg17682828,FXYD1
cg17683775,PTGES
cg17685628,NKX2-8
cg17686885,TOM1L1
cg17688525,L3MBTL4
cg17704839,UBL5
cg17705081,GPKOW
cg17709676,LMAN1
cg17709884,H2AFZ
cg17711541,HIST1H2AC
cg17711870,WWP1
cg17714799,CASP6
cg17717588,GTDC1
cg17718515,IPO9
cg17720231,IGSF9
cg17720233,TNFAIP8L2
cg17725461,RFX1
cg17725472,CHIT1
cg17727529,C1orf61
cg17732044,PEX11A
cg17732044,WDR93
cg17733331,CDH3
cg17740399,PDX1
cg17741291,DDX21
cg17741572,CFB
cg17742874,DHPS
cg17745122,IRX3
cg17747332,SMARCA4
cg17749520,ITGA2B
cg17751569,CD180
cg17755581,VAPB
cg17758148,JMY
cg17767931,SLC25A26
cg17771854,IPO13
cg17775235,NPTX1
cg17775283,UBA1
cg17775713,TF
cg17788013,SPINK5
cg17788682,ARNT2
cg17791617,DLG5
cg17791651,POU3F1
cg17791766,HSPBP1
cg17791936,SLC37A4
cg17792192,CAMSAP1
cg17797182,SNRPD1
cg17800442,CTF1
cg17802847,CFLAR
cg17804987,MAPKAPK3
cg17805404,GPR162
cg17806989,RNF17
cg17808849,HERPUD1
cg17812013,GPX4
cg17813891,EVL
cg17815841,PDS5A
cg17820459,GPX3
cg17820591,ENO3
cg17823175,AZU1
cg17823320,INTS10
cg17826679,SLC44A2
cg17832674,CALM3
cg17838626,ACER3
cg17839611,GNGT2
cg17841529,OSBPL8
cg17849194,UTP3
cg17850880,RNF6
cg17860186,PLEKHG2
cg17865752,CCNT2
cg17867194,SLC30A6
cg17875156,NTN1
cg17877656,PCGF6
cg17880199,MYH11
cg17881637,MRPL40
cg17884373,PPM1A
cg17885062,NRCAM
cg17886959,MT2A
cg17887537,RRAGA
cg17889103,UQCRB
cg17894008,NACA2
cg17895873,SMYD5
cg17896249,E2F4
cg17902858,NPDC1
cg17903544,PGAM5
cg17904786,GTF3A
cg17904815,NHLRC3
cg17905198,NDUFV2
cg17910564,VDAC3
cg17914753,CYP2S1
cg17917518,P2RX4
cg17918201,ABI1
cg17918501,FNDC4
cg17922226,CLCN1
cg17923358,RELN
cg17926057,ATG4A
cg17926057,PSMD10
cg17926869,CCDC124
cg17927917,INSIG1
cg17929627,MKI67
cg17935677,WDR76
cg17939444,C8orf4
cg17942553,ARNT
cg17952262,MFSD7
cg17965230,PRDM1
cg17969298,ANGEL2
cg17976381,SMARCB1
cg17976829,GLRX3
cg17979628,NENF
cg17980508,IFI44L
cg17981339,MUCL1
cg17983307,IGFN1
cg17989037,SKA2
cg17989037,PRR11
cg17989572,RAB5C
cg17990871,SLC35E2
cg18011401,CACNA1A
cg18013830,RPUSD2
cg18015044,ABCF1
cg18023724,NAF1
cg18034859,MYLK2
cg18036707,TBCE
cg18042079,UTP6
cg18043280,AOC2
cg18047509,CEP70
cg18053607,INPP5J
cg18055394,EPHA3
cg18056600,ZMYND15
cg18056600,CXCL16
cg18059223,NLRP2
cg18059933,TP53INP1
cg18063149,FMO3
cg18071588,DIDO1
cg18075299,FAM71D
cg18079631,HNRNPC
cg18081750,DUSP6
cg18084114,MATN1
cg18084554,ARID3A
cg18085435,ATP8B1
cg18087514,KMO
cg18089145,SEC23A
cg18094221,RHOA
cg18094221,TCTA
cg18103150,DNHD1
cg18105315,MANEAL
cg18105675,COLEC11
cg18110483,THBS4
cg18112163,STAT3
cg18112431,CDADC1
cg18119529,ZNF114
cg18119609,MDM4
cg18125479,PYGL
cg18128666,NCOA1
cg18130069,RGS12
cg18135555,PIWIL2
cg18139900,ZNF140
cg18145505,GREM1
cg18145683,JAK3
cg18149207,RORC
cg18152712,E2F3
cg18153124,KCNQ3
cg18170080,ESAM
cg18172186,TMEM200A
cg18173454,NMT2
cg18174542,CSDC2
cg18176712,MYL5
cg18180155,SMC1B
cg18180155,RIBC2
cg18180783,MYOZ1
cg18182038,BSDC1
cg18182399,DES
cg18184219,CEP170
cg18189063,RPL18
cg18189063,SPHK2
cg18192417,NEBL
cg18195628,MRPL48
cg18201077,RSAD2
cg18204685,BTD
cg18204685,HACL1
cg18205517,TRABD
cg18206040,DNAJA2
cg18216249,RPAP3
cg18219226,GUSB
cg18222235,FBXW8
cg18234011,IGF2BP2
cg18235146,C2orf49
cg18236734,HTR3E
cg18237405,CPNE5
cg18251360,DGCR8
cg18265887,RAC2
cg18273501,CALHM2
cg18275051,CYB5R1
cg18277754,ALK
cg18279742,RPS2
cg18282543,BAIAP3
cg18283554,SNRNP35
cg18289156,DNAH6
cg18289259,TIMM8A
cg18292394,MAT1A
cg18296405,SENP7
cg18299211,PIGK
cg18303397,IFT122
cg18303397,MBD4
cg18305837,COQ7
cg18307767,ATP5A1
cg18307767,HAUS1
cg18320336,STEAP1
cg18321354,CARD11
cg18325289,USP48
cg18328334,TNS1
cg18330203,TNNT2
cg18330611,NPPC
cg18333824,SF3A3
cg18338293,BBS1
cg18340214,MRPL33
cg18341054,NARS2
cg18344063,MGAT4C
cg18345369,PRSS22
cg18347238,VPS4A
cg18349835,VIPR2
cg18350391,IL32
cg18350458,EIF4EBP1
cg18361093,PAOX
cg18362489,PHF21A
cg18364820,CXorf38
cg18371506,NRP2
cg18383069,LOH12CR1
cg18383069,LOH12CR2
cg18383160,FAM177A1
cg18387216,HDAC2
cg18388972,CCT3
cg18389062,MAN1A2
cg18389752,AMOT
cg18394496,TMEM179B
cg18397653,DMP1
cg18399183,METTL7A
cg18399321,MGAT3
cg18408326,CACNB2
cg18411891,FZD4
cg18413240,SLC35A5
cg18413240,ATG3
cg18414741,ZNF77
cg18414950,PDK3
cg18418503,STAM
cg18422443,KITLG
cg18427589,ORAI3
cg18428217,C7orf26
cg18429742,ZDHHC11
cg18430208,CA5B
cg18433694,ATP11C
cg18435900,ZNF485
cg18437633,ITGB6
cg18438300,FZD9
cg18442986,TTL
cg18445047,SPATA2L
cg18449462,COX7B
cg18450227,MAPK4
cg18453621,LMX1B
cg18458993,ARG2
cg18459342,TPD52
cg18463417,PLAGL2
cg18463417,POFUT1
cg18464559,ITGB3BP
cg18464559,EFCAB7
cg18468219,MARVELD3
cg18468842,TP53RK
cg18468842,SLC13A3
cg18468844,PTAFR
cg18469326,ATAD5
cg18473117,CCDC22
cg18473117,CACNA1F
cg18477315,GOLGA5
cg18488855,NOVA1
cg18489434,VASH1
cg18491230,ANLN
cg18491230,KIAA0895
cg18495298,FADS3
cg18497960,RBM12
cg18497960,CPNE1
cg18501026,DOCK3
cg18504358,LRP10
cg18504532,RABGAP1L
cg18506679,OLFML2A
cg18508525,CD36
cg18511007,COL1A2
cg18511989,CPSF1
cg18515291,STX1A
cg18515587,SELENBP1
cg18521771,C9orf91
cg18521925,SLC22A16
cg18525740,ZNF346
cg18528640,MSTO1
cg18533225,KLHDC7B
cg18533466,RREB1
cg18534872,ZWINT
cg18535534,BCORL1
cg18540871,FUCA2
cg18548413,PHB
cg18555117,DDHD1
cg18557086,MNT
cg18557145,CD72
cg18565355,ESRP1
cg18565479,DISC1
cg18567470,ARHGEF12
cg18568838,MRPS10
cg18576883,ZNF639
cg18581221,RBM43
cg18581445,SHD
cg18587271,GPT2
cg18587364,ZNF562
cg18589858,SLCO2B1
cg18593668,GNAZ
cg18601293,RBM26
cg18602314,GFPT2
cg18604888,ATAD2
cg18609562,TEKT5
cg18613421,WDR72
cg18619831,RPAP1
cg18624866,SMS
cg18630040,PLA2G7
cg18632631,TNK1
cg18638581,HK2
cg18641050,BLOC1S2
cg18644543,HMHA1
cg18651821,PDCD2
cg18656170,LTB
cg18661868,FES
cg18669381,ARHGEF19
cg18669588,TWF2
cg18670235,ZNHIT1
cg18670235,PLOD3
cg18671950,FBN1
cg18672421,TMED10
cg18674980,CA3
cg18675600,PTP4A3
cg18676237,SERPINB9
cg18676393,GEMIN6
cg18676764,DCAF12
cg18677965,DDX27
cg18678121,SEC61A2
cg18680021,OTUB2
cg18689253,TLE4
cg18692596,ZBED5
cg18697049,CDK19
cg18701598,LIPA
cg18702197,HOXD3
cg18704595,ADA
cg18710985,KIF16B
cg18717447,FAM122B
cg18727700,SRPX2
cg18729973,TFF1
cg18730023,TWF1
cg18741908,GPR160
cg18742441,ATP6AP1
cg18750833,MCEE
cg18750833,MPHOSPH10
cg18754342,GUCY2C
cg18755204,FAM45A
cg18755783,SPG20
cg18758482,RBBP4
cg18758482,ZBTB8OS
cg18759110,HCFC2
cg18759346,COMMD2
cg18762485,CH25H
cg18765542,DGKZ
cg18766755,SPRR2A
cg18770944,USP51
cg18772361,EDEM3
cg18779060,DYRK1A
cg18780401,OTUD5
cg18787783,MMP19
cg18787975,CTSB
cg18788872,EIF3M
cg18793806,ZNF514
cg18795395,GNG12
cg18798750,ZC3HAV1L
cg18801292,SUPT16H
cg18809151,NDUFAF1
cg18809289,ALOX5
cg18815943,FOXE3
cg18821742,PCDH7
cg18825999,PNRC2
cg18830459,RNF19B
cg18833140,HABP2
cg18841894,SOD1
cg18862260,MSTN
cg18883209,PARVB
cg18884741,RABGEF1
cg18885999,CMPK1
cg18887228,PHF3
cg18895413,ALDH4A1
cg18902090,PCDHA12
cg18902090,PCDHAC1
cg18902090,PCDHA10
cg18902090,PCDHA11
cg18902090,PCDHA2
cg18902090,PCDHA9
cg18902090,PCDHA3
cg18904346,LHX2
cg18915143,PDE6A
cg18915211,PPHLN1
cg18915211,ZCRB1
cg18923230,RPL10
cg18930892,RHOXF1
cg18931815,COL8A2
cg18931895,ILKAP
cg18937321,SLC6A9
cg18938150,LSM12
cg18939260,MTSS1
cg18943599,SSTR2
cg18953280,TBC1D19
cg18954434,GTSE1
cg18956095,ZHX1
cg18960218,SLC7A7
cg18962105,RBM4B
cg18963390,CNBP
cg18964732,TMCO1
cg18967533,KLK6
cg18971054,MGAM
cg18972811,SLIT2
cg18979491,LBP
cg18994063,TIMD4
cg18996334,CATSPERG
cg18996776,KPNA4
cg18997990,SERF2
cg19000186,CNGA1
cg19001226,HOXD1
cg19005210,TREML2
cg19007731,RUNX1T1
cg19008097,CD14
cg19008649,IGFBP5
cg19008809,SFMBT1
cg19009921,RPL23A
cg19014419,ZNF300
cg19017193,VEZF1
cg19017420,ARL2
cg19018097,SNX32
cg19020694,GPN3
cg19023700,MKLN1
cg19028160,HDAC4
cg19028804,TMEM183A
cg19029454,RBPJ
cg19032144,RPL31
cg19033555,DEFB1
cg19038540,S1PR1
cg19042062,KCNJ2
cg19044674,C1orf50
cg19055639,ARMCX2
cg19062189,TMSB15A
cg19063972,SOX21
cg19064258,HS3ST2
cg19070338,ASNSD1
cg19070798,ANKRD54
cg19070899,FAM160A2
cg19091474,NEO1
cg19096034,LRPAP1
cg19098314,GOSR1
cg19105504,MS4A15
cg19105690,PLA2G15
cg19108785,CEP72
cg19109050,OBSCN
cg19120746,TRIM45
cg19123863,JUNB
cg19125606,AGT
cg19130550,OLFML2B
cg19132372,GPR1
cg19132701,CHMP6
cg19133883,NSFL1C
cg19138060,WDR13
cg19149125,PROSC
cg19149785,KLK8
cg19154438,CKM
cg19157971,RABIF
cg19160878,GTF3C3
cg19170321,CAPN3
cg19177941,ALDH1A3
cg19182046,FCF1
cg19184518,FAM151B
cg19185384,TPT1
cg19187185,RRAGD
cg19188612,CTHRC1
cg19190714,GMPR
cg19192120,SSH3
cg19196684,SLC1A7
cg19201019,B3GNT8
cg19201477,XPO7
cg19202384,PYCR1
cg19205041,PHACTR2
cg19206010,UXT
cg19206150,SNF8
cg19207856,PIGP
cg19207856,TTC3
cg19208681,TEX14
cg19208681,RAD51C
cg19215261,SLC25A2
cg19216839,FANCA
cg19219437,PCOLCE2
cg19223616,CLCN5
cg19224837,GSC
cg19226593,DCTN2
cg19229991,RERGL
cg19234509,BCAS2
cg19236745,CSTF3
cg19239342,REEP5
cg19246110,ZNF671
cg19248557,HLA-DRA
cg19250907,CPA6
cg19252175,DDX60
cg19254558,PARL
cg19255783,PLAC8
cg19256236,KCNH3
cg19257550,CA9
cg19264571,APCDD1
cg19267846,PHOSPHO1
cg19278809,KIAA0232
cg19280014,MTX2
cg19280968,PPP1R2
cg19287114,SLC44A1
cg19289461,SEPT1
cg19302283,BTC
cg19304410,CACHD1
cg19324172,PPID
cg19324791,CERCAM
cg19339841,CENPE
cg19339848,MTO1
cg19348001,PFKFB4
cg19352977,AZIN1
cg19355190,EGR2
cg19355919,MRO
cg19363546,POU2F3
cg19366178,MYO5C
cg19370515,RBBP9
cg19376794,USP39
cg19379303,RNASEH2C
cg19384697,UPK3B
cg19389852,TXNIP
cg19390148,DDA1
cg19392138,ZNF449
cg19395441,C12orf43
cg19398446,NUDT2
cg19398783,TLR10
cg19399532,C1orf220
cg19400876,LRRC42
cg19400876,HSPB11
cg19401923,MRPL19
cg19404190,SPINK7
cg19408398,FIP1L1
cg19412675,SNX24
cg19421752,SLC6A19
cg19427610,WIF1
cg19428336,FAT1
cg19428417,RRAD
cg19434303,WARS
cg19434303,WDR25
cg19435264,SLC6A7
cg19436567,ARID1B
cg19439331,TET1
cg19447966,TEAD1
cg19448829,UBR2
cg19451466,UHMK1
cg19455368,ZNF587
cg19461344,SLC30A3
cg19461621,COLEC12
cg19461644,COL15A1
cg19464252,FBRS
cg19466563,SPARCL1
cg19479366,CDC6
cg19482581,ABHD4
cg19485804,NGEF
cg19486271,DDB2
cg19496782,GATA6
cg19504245,TNNT1
cg19510484,METAP2
cg19514469,ELMO3
cg19514961,LENG8
cg19515324,ASH2L
cg19517291,NMB
cg19521927,PLA2G5
cg19522332,PIK3CA
cg19526626,ZNF491
cg19531130,ANGPTL5
cg19532954,ID3
cg19535609,LRRC43
cg19535609,B3GNT4
cg19545851,HMMR
cg19545851,NUDCD2
cg19547629,MYRIP
cg19553721,FAM106A
cg19555986,MAP7
cg19556572,AKNA
cg19559392,MORN2
cg19559392,DHX57
cg19560758,ERRFI1
cg19567046,VPS25
cg19568591,FRZB
cg19573464,KPNB1
cg19584823,KLHDC2
cg19584957,TTLL10
cg19586576,GJC1
cg19586645,MIF4GD
cg19604470,CD81
cg19612574,MAPK8
cg19614321,RASSF2
cg19616230,SLC34A2
cg19639622,GPM6A
cg19642007,TNNT3
cg19645103,YEATS4
cg19652869,SLC30A1
cg19655070,HEXIM2
cg19663942,CCDC40
cg19663942,TBC1D16
cg19664945,GPR75
cg19674669,GLB1L3
cg19679281,FANCL
cg19682367,TPRG1
cg19684883,ZFAND5
cg19685976,BLVRB
cg19688503,CAPN6
cg19690214,IPCEF1
cg19703628,PSMB4
cg19704039,GNPDA1
cg19712821,FGFBP2
cg19713196,LAD1
cg19713460,SYNGR1
cg19714241,HSPA13
cg19716462,CCT4
cg19717150,HNF4A
cg19722847,IPO8
cg19728382,STC2
cg19740375,SCN5A
cg19740763,INPPL1
cg19744952,CIC
cg19751300,ST8SIA5
cg19754094,STAMBP
cg19761273,CSNK1D
cg19764399,MED4
cg19764555,AHNAK
cg19766460,UMODL1
cg19770955,COG5
cg19770955,DUS4L
cg19771482,BNIP2
cg19771541,MID2
cg19776453,CEACAM1
cg19778698,MAFK
cg19780563,EXOC6
cg19781133,KCNH2
cg19782075,BCDIN3D
cg19789466,OAS1
cg19790294,CYBA
cg19791253,ATP2B4
cg19791277,KHDRBS3
cg19800926,RELT
cg19807685,HSD17B2
cg19816938,ABR
cg19822214,CNOT3
cg19824325,SETD6
cg19831077,WDR86
cg19835478,COL6A1
cg19837751,CECR5
cg19840387,CCDC148
cg19840387,PKP4
cg19840532,OMA1
cg19843429,OSBPL3
cg19847271,PRIM1
cg19850163,AGFG1
cg19850348,PYGO1
cg19850370,SLC4A4
cg19851137,IDH3B
cg19853494,SELL
cg19857457,RPL17
cg19857537,RPUSD4
cg19861697,DMTF1
cg19863740,PARVG
cg19863773,OXER1
cg19864851,SEC24C
cg19872814,PLAA
cg19872814,IFT74
cg19875216,SRPRB
cg19881895,SLC43A3
cg19890739,GINS2
cg19896198,TNFRSF8
cg19896347,DNAH10
cg19899621,ZNF561
cg19899882,FOXQ1
cg19903229,C14orf105
cg19904463,FABP5
cg19906926,KLHL5
cg19913889,TMEM150A
cg19918758,VAV3
cg19928046,CD74
cg19928247,TCEAL1
cg19932177,RFC3
cg19941758,CCDC90B
cg19944367,RGS3
cg19948393,ANKRD33
cg19954739,ZMYND19
cg19961382,RANGAP1
cg19963797,ALG13
cg19966618,THYN1
cg19966618,ACAD8
cg19972619,MYC
cg19973884,ZDHHC12
cg19976467,TMCO4
cg19977912,PIGQ
cg19979773,FCN3
