,immune,classic,endo,basal
SPINK1,169.0,9707.0,13.0,2.0
SPINK13,0.0,0.0,0.0,0.0
SPINK2,27.0,4.0,0.0,0.0
SPINK4,13.0,135.0,1.0,0.0
SPINK5,8.0,506.0,12.0,215.0
SPINK6,0.0,0.0,0.0,0.0
SPINT1,323.0,2356.0,4.0,241.0
SPINT2,1015.0,7922.0,10.0,666.0
SPIRE1,408.0,1141.0,29.0,181.0
SPIRE2,33.0,478.0,2.0,27.0
SPN,5390.0,136.0,65.0,7.0
SPNS1,47.0,19.0,3.0,0.0
SPNS2,20.0,604.0,44.0,73.0
SPNS3,208.0,27.0,3.0,3.0
SPOCD1,57.0,68.0,0.0,4.0
SPOCK1,28.0,813.0,1.0,108.0
SPOCK2,6375.0,503.0,88.0,46.0
SPOCK3,3.0,118.0,1.0,20.0
SPON1,65.0,31.0,18.0,9.0
SPON2,487.0,170.0,11.0,8.0
SPOP,1388.0,1147.0,102.0,105.0
SPOPL,1026.0,770.0,31.0,48.0
SPP1,28690.0,344.0,31.0,25.0
SPP2,0.0,0.0,0.0,0.0
SPPL2A,1107.0,748.0,29.0,59.0
SPPL2B,429.0,718.0,16.0,37.0
SPPL3,728.0,678.0,33.0,61.0
SPR,198.0,1076.0,31.0,87.0
SPRED1,1986.0,975.0,52.0,75.0
SPRED2,209.0,574.0,23.0,22.0
SPRED3,2.0,11.0,0.0,0.0
SPRN,7.0,11.0,0.0,0.0
SPRR1A,5.0,422.0,2.0,63.0
SPRR1B,17.0,569.0,0.0,673.0
SPRR3,9.0,178.0,2.0,38.0
SPRTN,339.0,286.0,21.0,32.0
SPRY1,195.0,424.0,35.0,52.0
SPRY2,343.0,543.0,15.0,12.0
SPRY3,18.0,19.0,6.0,1.0
SPRY4,16.0,377.0,47.0,31.0
SPRYD3,484.0,420.0,27.0,33.0
SPRYD4,162.0,284.0,5.0,31.0
SPRYD7,185.0,406.0,9.0,33.0
SPSB1,140.0,175.0,13.0,28.0
SPSB2,243.0,336.0,14.0,27.0
SPSB3,1342.0,1162.0,58.0,76.0
SPSB4,0.0,0.0,0.0,0.0
SPTA1,8.0,3.0,0.0,0.0
SPTAN1,3189.0,3748.0,231.0,325.0
SPTB,12.0,129.0,0.0,1.0
SPTBN1,3394.0,16667.0,1235.0,1115.0
SPTBN2,14.0,725.0,2.0,79.0
SPTBN4,14.0,93.0,0.0,0.0
SPTBN5,53.0,138.0,9.0,9.0
SPTLC1,497.0,762.0,27.0,81.0
SPTLC2,2113.0,2293.0,187.0,145.0
SPTLC3,87.0,258.0,7.0,16.0
SPTSSA,465.0,687.0,24.0,69.0
SPTSSB,35.0,457.0,0.0,14.0
SPTY2D1,2242.0,1107.0,70.0,104.0
SPTY2D1-AS1,21.0,16.0,0.0,0.0
SQLE,380.0,2104.0,37.0,184.0
SQRDL,1095.0,720.0,24.0,57.0
SQSTM1,5877.0,9587.0,319.0,875.0
SRA1,1136.0,755.0,40.0,118.0
SRBD1,598.0,301.0,31.0,23.0
SRC,447.0,757.0,4.0,58.0
SRCAP,1107.0,1161.0,24.0,73.0
SRCIN1,8.0,58.0,0.0,5.0
SRCRB4D,35.0,21.0,0.0,3.0
SRD5A1,127.0,254.0,3.0,57.0
SRD5A2,0.0,2.0,0.0,0.0
SRD5A3,392.0,1090.0,15.0,58.0
SRD5A3-AS1,17.0,13.0,2.0,2.0
SREBF1,541.0,584.0,36.0,31.0
SREBF2,833.0,1177.0,44.0,82.0
SREK1,2289.0,1969.0,135.0,162.0
SREK1IP1,775.0,876.0,49.0,49.0
SRF,1051.0,575.0,43.0,40.0
SRFBP1,460.0,438.0,25.0,59.0
SRGAP1,245.0,687.0,38.0,60.0
SRGAP2,891.0,541.0,59.0,40.0
SRGAP3,392.0,95.0,4.0,30.0
SRGAP3-AS2,0.0,0.0,0.0,0.0
SRGN,17294.0,583.0,255.0,169.0
SRI,1061.0,2288.0,66.0,146.0
SRL,6.0,2.0,4.0,0.0
SRM,524.0,380.0,30.0,59.0
SRMS,1.0,1.0,0.0,0.0
SRP14,3939.0,3560.0,236.0,368.0
SRP14-AS1,62.0,31.0,3.0,2.0
SRP19,478.0,331.0,11.0,31.0
SRP54,1041.0,1371.0,29.0,105.0
SRP68,1078.0,1576.0,30.0,166.0
SRP72,3496.0,3028.0,136.0,458.0
SRP9,664.0,1053.0,33.0,60.0
SRPK1,966.0,1894.0,35.0,190.0
SRPK2,1195.0,964.0,58.0,62.0
SRPK3,3.0,7.0,3.0,0.0
SRPR,2063.0,1832.0,65.0,130.0
SRPRB,787.0,1098.0,31.0,150.0
SRPX,4.0,40.0,20.0,3.0
SRPX2,11.0,296.0,1.0,54.0
SRR,124.0,97.0,8.0,7.0
SRRD,463.0,512.0,25.0,42.0
SRRM1,3418.0,1918.0,115.0,176.0
SRRM2,7929.0,5428.0,330.0,459.0
SRRM2-AS1,13.0,13.0,1.0,2.0
SRRM3,7.0,122.0,2.0,3.0
SRRM4,8.0,40.0,1.0,0.0
SRRM5,15.0,24.0,1.0,2.0
SRRT,2240.0,1921.0,85.0,236.0
SRSF1,926.0,917.0,38.0,92.0
SRSF11,5578.0,4146.0,288.0,362.0
SRSF12,3.0,34.0,0.0,1.0
SRSF2,4086.0,2161.0,137.0,226.0
SRSF3,5011.0,2788.0,187.0,344.0
SRSF4,2381.0,1438.0,125.0,122.0
SRSF5,5297.0,2466.0,217.0,193.0
SRSF6,1842.0,1691.0,95.0,156.0
SRSF7,4119.0,1882.0,133.0,210.0
SRSF9,1079.0,1147.0,42.0,82.0
SRXN1,8.0,9.0,2.0,1.0
SS18,803.0,873.0,26.0,50.0
SS18L1,248.0,328.0,9.0,19.0
SS18L2,457.0,206.0,17.0,18.0
SSB,1926.0,1854.0,97.0,177.0
SSBP1,1696.0,1765.0,78.0,190.0
SSBP2,321.0,362.0,12.0,11.0
SSBP3,561.0,512.0,35.0,22.0
SSBP4,989.0,458.0,45.0,27.0
SSC5D,15.0,46.0,0.0,2.0
SSFA2,1549.0,4596.0,163.0,340.0
SSH1,2010.0,828.0,72.0,78.0
SSH2,1916.0,387.0,58.0,14.0
SSH3,167.0,574.0,4.0,52.0
SSNA1,1176.0,1190.0,50.0,121.0
SSPN,60.0,442.0,5.0,135.0
SSPO,12.0,16.0,1.0,0.0
SSR1,4827.0,2472.0,129.0,293.0
SSR2,3120.0,3134.0,121.0,321.0
SSR3,2961.0,2940.0,88.0,245.0
SSR4,3697.0,6279.0,161.0,374.0
SSRP1,3027.0,3056.0,137.0,441.0
SSSCA1,421.0,622.0,20.0,64.0
SSSCA1-AS1,9.0,7.0,0.0,1.0
SSTR1,2.0,61.0,12.0,0.0
SSTR2,16.0,766.0,3.0,2.0
SSTR3,17.0,11.0,0.0,0.0
SSTR5,1.0,44.0,0.0,0.0
SSTR5-AS1,7.0,69.0,0.0,2.0
SSU72,1891.0,1507.0,86.0,140.0
SSUH2,9.0,39.0,51.0,1.0
SSX2IP,236.0,413.0,10.0,29.0
ST13,1318.0,1424.0,61.0,164.0
ST14,1589.0,4131.0,7.0,275.0
ST18,73.0,98.0,1.0,0.0
ST20,40.0,60.0,1.0,6.0
ST20-MTHFS,0.0,0.0,0.0,0.0
ST3GAL1,4142.0,3274.0,142.0,205.0
ST3GAL2,777.0,214.0,34.0,17.0
ST3GAL3,110.0,79.0,7.0,5.0
ST3GAL4,202.0,472.0,24.0,44.0
ST3GAL5,1450.0,200.0,31.0,23.0
ST3GAL6,611.0,41.0,42.0,2.0
ST3GAL6-AS1,7.0,2.0,1.0,1.0
ST5,171.0,724.0,19.0,92.0
ST6GAL1,1903.0,452.0,293.0,30.0
ST6GAL2,5.0,0.0,0.0,0.0
ST6GALNAC1,41.0,1003.0,9.0,26.0
ST6GALNAC2,300.0,333.0,9.0,144.0
ST6GALNAC3,33.0,11.0,59.0,0.0
ST6GALNAC4,231.0,172.0,9.0,10.0
ST6GALNAC5,4.0,17.0,0.0,8.0
ST6GALNAC6,531.0,179.0,31.0,18.0
ST7,189.0,344.0,13.0,27.0
ST7-AS1,7.0,4.0,0.0,0.0
ST7-AS2,0.0,0.0,0.0,0.0
ST7-OT4,5.0,10.0,1.0,1.0
ST7L,221.0,272.0,10.0,30.0
ST8SIA1,267.0,80.0,6.0,14.0
ST8SIA2,3.0,11.0,1.0,1.0
ST8SIA3,9.0,345.0,0.0,1.0
ST8SIA4,1936.0,96.0,39.0,5.0
ST8SIA5,3.0,8.0,1.0,1.0
ST8SIA6,40.0,18.0,43.0,2.0
ST8SIA6-AS1,1.0,0.0,0.0,0.0
STAB1,4578.0,212.0,628.0,23.0
STAB2,25.0,24.0,423.0,0.0
STAC,243.0,148.0,0.0,17.0
STAC2,7.0,6.0,0.0,1.0
STAC3,115.0,19.0,3.0,2.0
STAG1,1128.0,820.0,42.0,111.0
STAG2,4026.0,2731.0,127.0,299.0
STAG3,84.0,22.0,2.0,1.0
STAG3L5P-PVRIG2P-PILRB,112.0,106.0,7.0,4.0
STAM,671.0,501.0,13.0,26.0
STAM2,730.0,913.0,21.0,69.0
STAMBP,664.0,1029.0,21.0,71.0
STAMBPL1,611.0,300.0,16.0,39.0
STAP1,108.0,4.0,1.0,0.0
STAP2,41.0,746.0,22.0,89.0
STAR,8.0,24.0,87.0,0.0
STARD10,182.0,1564.0,12.0,68.0
STARD13,181.0,159.0,10.0,9.0
STARD13-AS,0.0,0.0,0.0,0.0
STARD3,852.0,586.0,50.0,25.0
STARD3NL,693.0,448.0,24.0,41.0
STARD4,422.0,220.0,25.0,17.0
STARD4-AS1,23.0,5.0,3.0,1.0
STARD5,147.0,61.0,4.0,16.0
STARD7,2191.0,1475.0,85.0,182.0
STARD8,252.0,21.0,62.0,0.0
STARD9,289.0,34.0,28.0,0.0
STAT1,9483.0,5290.0,167.0,634.0
STAT2,1881.0,932.0,48.0,107.0
STAT3,4058.0,3576.0,190.0,262.0
STAT4,1019.0,45.0,12.0,3.0
STAT5A,2137.0,477.0,44.0,19.0
STAT5B,2530.0,783.0,80.0,52.0
STAT6,3523.0,2375.0,140.0,148.0
STAU1,1844.0,3445.0,108.0,294.0
STAU2,943.0,813.0,51.0,46.0
STAU2-AS1,0.0,0.0,0.0,0.0
STC1,15.0,86.0,57.0,43.0
STC2,11.0,423.0,49.0,4.0
STEAP1,9.0,730.0,2.0,85.0
STEAP1B,22.0,3.0,0.0,1.0
STEAP2,17.0,1489.0,0.0,60.0
STEAP3,291.0,434.0,17.0,85.0
STEAP3-AS1,4.0,7.0,0.0,1.0
STEAP4,174.0,390.0,1.0,32.0
STIL,193.0,222.0,6.0,38.0
STIM1,1417.0,1075.0,42.0,121.0
STIM2,1425.0,744.0,96.0,60.0
STIP1,2085.0,2676.0,59.0,301.0
STK10,5436.0,793.0,146.0,65.0
STK11,727.0,483.0,32.0,39.0
STK11IP,521.0,336.0,15.0,19.0
STK16,357.0,445.0,19.0,50.0
STK17A,3080.0,918.0,68.0,109.0
STK17B,7211.0,927.0,50.0,75.0
STK19,133.0,131.0,7.0,11.0
STK24,2353.0,3611.0,43.0,355.0
STK24-AS1,5.0,15.0,1.0,0.0
STK25,1062.0,1005.0,68.0,92.0
STK3,385.0,1037.0,32.0,89.0
STK31,14.0,84.0,1.0,8.0
STK32A,5.0,165.0,0.0,0.0
STK32B,45.0,36.0,1.0,0.0
STK32C,228.0,127.0,12.0,12.0
STK33,16.0,131.0,1.0,15.0
STK35,300.0,637.0,14.0,62.0
STK36,120.0,180.0,11.0,18.0
STK38,1799.0,1103.0,47.0,77.0
STK38L,902.0,1285.0,39.0,141.0
STK39,968.0,1914.0,14.0,76.0
STK4,7229.0,1786.0,102.0,138.0
STK4-AS1,2.0,7.0,0.0,0.0
STK40,1289.0,657.0,34.0,107.0
STMN1,3512.0,2971.0,160.0,312.0
STMN2,1.0,17.0,0.0,1.0
STMN3,315.0,564.0,7.0,73.0
STMND1,0.0,0.0,0.0,0.0
STOM,1967.0,557.0,343.0,191.0
STOML1,155.0,287.0,7.0,13.0
STOML2,904.0,1505.0,47.0,246.0
STON1,18.0,19.0,7.0,2.0
STON2,227.0,304.0,7.0,54.0
STOX1,23.0,62.0,0.0,8.0
STOX2,16.0,138.0,60.0,17.0
STPG1,95.0,160.0,7.0,13.0
STPG2,5.0,11.0,0.0,0.0
STRA13,710.0,1224.0,26.0,106.0
STRA6,20.0,580.0,0.0,90.0
STRADA,76.0,25.0,6.0,2.0
STRADB,128.0,84.0,9.0,13.0
STRAP,1043.0,1656.0,66.0,328.0
STRBP,919.0,870.0,38.0,195.0
STRC,1.0,1.0,0.0,0.0
STRIP1,455.0,290.0,19.0,34.0
STRIP2,18.0,84.0,1.0,5.0
STRN,958.0,697.0,41.0,54.0
STRN3,681.0,1091.0,41.0,97.0
STRN4,478.0,607.0,45.0,64.0
STS,307.0,706.0,13.0,51.0
STT3A,748.0,1290.0,36.0,117.0
STT3B,3337.0,2437.0,101.0,193.0
STUB1,1967.0,2165.0,82.0,211.0
STX10,1246.0,671.0,40.0,57.0
STX11,1035.0,31.0,12.0,2.0
STX12,1163.0,765.0,69.0,53.0
STX16,1878.0,1201.0,68.0,97.0
STX16-NPEPL1,42.0,15.0,3.0,1.0
STX17,679.0,441.0,31.0,64.0
STX18,765.0,864.0,24.0,81.0
STX18-AS1,29.0,29.0,1.0,4.0
STX19,1.0,98.0,0.0,9.0
STX1A,41.0,217.0,2.0,12.0
STX1B,6.0,10.0,0.0,0.0
STX2,439.0,265.0,13.0,10.0
STX3,798.0,1253.0,54.0,70.0
STX4,1912.0,1073.0,81.0,74.0
STX5,660.0,466.0,27.0,32.0
STX6,1235.0,657.0,29.0,124.0
STX7,1618.0,938.0,44.0,44.0
STX8,728.0,450.0,27.0,35.0
STXBP1,52.0,494.0,48.0,11.0
STXBP2,521.0,293.0,7.0,17.0
STXBP3,1171.0,837.0,33.0,43.0
STXBP4,98.0,203.0,12.0,13.0
STXBP5,681.0,410.0,31.0,34.0
STXBP5-AS1,31.0,39.0,1.0,0.0
STXBP5L,4.0,125.0,0.0,1.0
STXBP6,5.0,86.0,0.0,0.0
STYK1,65.0,277.0,2.0,38.0
STYX,700.0,295.0,33.0,24.0
STYXL1,465.0,531.0,16.0,82.0
SUB1,1631.0,1188.0,43.0,172.0
SUCLA2,351.0,596.0,14.0,44.0
SUCLG1,1153.0,1426.0,60.0,172.0
SUCLG2,877.0,861.0,34.0,60.0
SUCNR1,393.0,12.0,0.0,0.0
SUCO,1296.0,2601.0,51.0,168.0
SUDS3,776.0,1031.0,18.0,66.0
SUFU,351.0,143.0,19.0,10.0
SUGP1,587.0,501.0,29.0,35.0
SUGP2,1502.0,880.0,42.0,50.0
SUGT1,1181.0,1888.0,53.0,116.0
SULF1,23.0,29.0,21.0,6.0
SULF2,2354.0,3280.0,235.0,480.0
SULT1A1,535.0,139.0,30.0,11.0
SULT1A2,16.0,23.0,0.0,0.0
SULT1B1,67.0,240.0,1.0,0.0
SULT1C2,38.0,339.0,1.0,1.0
SULT1C4,5.0,5.0,11.0,0.0
SULT1E1,1.0,172.0,0.0,2.0
SULT2A1,10.0,5.0,5.0,0.0
SULT2B1,4.0,78.0,0.0,9.0
SULT4A1,1.0,15.0,0.0,0.0
SUMF1,777.0,559.0,37.0,49.0
SUMF2,1469.0,1831.0,72.0,132.0
SUMO1,530.0,671.0,21.0,57.0
SUMO2,898.0,1034.0,48.0,82.0
SUMO3,1692.0,1373.0,70.0,162.0
SUMO4,25.0,4.0,2.0,0.0
SUN1,668.0,2663.0,89.0,237.0
SUN2,7140.0,2251.0,168.0,243.0
SUOX,312.0,313.0,23.0,14.0
SUPT16H,3052.0,2822.0,77.0,350.0
SUPT20H,1448.0,1129.0,46.0,102.0
SUPT3H,149.0,132.0,3.0,11.0
SUPT4H1,1168.0,1066.0,48.0,115.0
SUPT5H,2124.0,2309.0,78.0,198.0
SUPT6H,2159.0,2037.0,98.0,208.0
SUPT7L,803.0,570.0,30.0,71.0
SUPV3L1,360.0,390.0,10.0,75.0
SURF1,1198.0,1079.0,47.0,118.0
SURF2,354.0,379.0,21.0,69.0
SURF4,2392.0,2300.0,75.0,251.0
SURF6,697.0,738.0,29.0,99.0
SUSD1,776.0,327.0,36.0,37.0
SUSD2,21.0,1416.0,0.0,128.0
SUSD3,546.0,40.0,3.0,2.0
SUSD4,28.0,156.0,0.0,28.0
SUSD5,8.0,50.0,0.0,13.0
SUV39H1,180.0,145.0,4.0,25.0
SUV39H2,93.0,90.0,3.0,11.0
SUV420H1,1820.0,1713.0,88.0,103.0
SUV420H2,116.0,110.0,2.0,8.0
SUZ12,2387.0,1576.0,89.0,148.0
SV2A,70.0,292.0,9.0,3.0
SV2B,9.0,5.0,1.0,0.0
SV2C,10.0,4.0,0.0,0.0
SVEP1,12.0,20.0,0.0,1.0
SVIL,555.0,1424.0,74.0,167.0
SVIP,619.0,828.0,27.0,37.0
SVOP,0.0,137.0,0.0,0.0
SVOPL,6.0,5.0,0.0,1.0
SWAP70,3188.0,971.0,190.0,81.0
SWI5,178.0,241.0,14.0,24.0
SWSAP1,92.0,112.0,6.0,5.0
SWT1,160.0,150.0,10.0,12.0
SYAP1,1584.0,2427.0,111.0,252.0
SYBU,9.0,230.0,3.0,5.0
SYCE1,28.0,3.0,2.0,0.0
SYCE1L,21.0,36.0,1.0,1.0
SYCE2,6.0,4.0,0.0,0.0
SYCE3,8.0,15.0,0.0,2.0
SYCP2,126.0,161.0,8.0,7.0
SYCP2L,12.0,3.0,6.0,0.0
SYCP3,9.0,4.0,0.0,0.0
SYDE1,13.0,33.0,19.0,8.0
SYDE2,35.0,269.0,1.0,7.0
SYF2,1899.0,1232.0,88.0,110.0
SYK,6635.0,793.0,45.0,175.0
SYMPK,714.0,588.0,19.0,77.0
SYN1,9.0,63.0,0.0,0.0
SYN2,10.0,22.0,0.0,1.0
SYN3,1.0,3.0,4.0,0.0
SYNC,114.0,90.0,14.0,8.0
SYNCRIP,4656.0,2582.0,174.0,384.0
SYNDIG1,6.0,129.0,1.0,2.0
SYNDIG1L,0.0,0.0,0.0,0.0
SYNE1,4559.0,1241.0,320.0,17.0
SYNE2,11431.0,9614.0,675.0,451.0
SYNE3,189.0,21.0,7.0,1.0
SYNE4,20.0,76.0,0.0,1.0
SYNGAP1,115.0,77.0,9.0,6.0
SYNGR1,184.0,125.0,6.0,17.0
SYNGR2,4574.0,5892.0,91.0,346.0
SYNGR3,60.0,42.0,0.0,3.0
SYNJ1,577.0,222.0,18.0,16.0
SYNJ2,374.0,803.0,19.0,70.0
SYNJ2BP,333.0,575.0,35.0,39.0
SYNM,106.0,114.0,12.0,17.0
SYNPO,73.0,560.0,208.0,79.0
SYNPO2,60.0,35.0,3.0,13.0
SYNPO2L,6.0,1.0,0.0,0.0
SYNRG,3704.0,1316.0,96.0,84.0
SYP,39.0,423.0,1.0,0.0
SYPL1,855.0,1844.0,97.0,171.0
SYPL2,4.0,3.0,0.0,1.0
SYS1,1479.0,1031.0,41.0,100.0
SYT1,24.0,452.0,0.0,10.0
SYT11,1165.0,587.0,57.0,3.0
SYT12,10.0,72.0,2.0,8.0
SYT13,16.0,1082.0,1.0,10.0
SYT14,1.0,59.0,0.0,4.0
SYT15,14.0,4.0,19.0,0.0
SYT16,1.0,6.0,0.0,1.0
SYT17,60.0,250.0,9.0,19.0
SYT2,11.0,0.0,0.0,1.0
SYT3,4.0,22.0,0.0,0.0
SYT5,5.0,516.0,0.0,1.0
SYT6,19.0,2.0,1.0,0.0
SYT7,5.0,348.0,4.0,13.0
SYT8,59.0,2393.0,1.0,268.0
SYT9,0.0,12.0,0.0,0.0
SYTL1,923.0,719.0,17.0,89.0
SYTL2,1255.0,2092.0,20.0,52.0
SYTL3,1017.0,160.0,22.0,12.0
SYTL4,11.0,566.0,21.0,13.0
SYTL5,4.0,366.0,2.0,7.0
SYVN1,447.0,456.0,18.0,26.0
SZRD1,2039.0,1541.0,83.0,175.0
SZT2,529.0,351.0,19.0,18.0
SZT2-AS1,0.0,0.0,0.0,0.0
TAB1,356.0,215.0,23.0,39.0
TAB2,3970.0,1447.0,73.0,161.0
TAB3,777.0,606.0,17.0,68.0
TAB3-AS2,0.0,0.0,0.0,0.0
TAC1,0.0,0.0,0.0,0.0
TACC1,5627.0,2750.0,390.0,116.0
TACC2,27.0,861.0,25.0,67.0
TACC3,1318.0,483.0,25.0,70.0
TACO1,433.0,563.0,15.0,77.0
TACR1,4.0,10.0,0.0,0.0
TACR2,13.0,19.0,0.0,0.0
TACSTD2,179.0,10498.0,7.0,1384.0
TADA1,131.0,161.0,5.0,22.0
TADA2A,520.0,358.0,31.0,37.0
TADA2B,999.0,590.0,30.0,51.0
TADA3,1082.0,636.0,22.0,71.0
TAF1,1261.0,959.0,56.0,100.0
TAF10,2085.0,1295.0,60.0,115.0
TAF11,528.0,490.0,27.0,43.0
TAF12,637.0,313.0,22.0,25.0
TAF13,433.0,494.0,22.0,29.0
TAF15,2018.0,1672.0,66.0,178.0
TAF1A,112.0,123.0,5.0,19.0
TAF1B,526.0,450.0,22.0,46.0
TAF1C,379.0,307.0,45.0,29.0
TAF1D,1609.0,1906.0,70.0,152.0
TAF1L,8.0,15.0,0.0,0.0
TAF2,843.0,828.0,47.0,161.0
TAF3,1529.0,657.0,52.0,37.0
TAF4,396.0,432.0,16.0,36.0
TAF4B,237.0,129.0,13.0,17.0
TAF5,241.0,114.0,5.0,13.0
TAF5L,474.0,468.0,13.0,48.0
TAF6,443.0,552.0,34.0,63.0
TAF6L,106.0,106.0,4.0,12.0
TAF7,4349.0,5011.0,148.0,593.0
TAF7L,0.0,0.0,0.0,0.0
TAF8,528.0,390.0,23.0,35.0
TAF9,811.0,707.0,36.0,55.0
TAF9B,161.0,175.0,10.0,22.0
TAGAP,5657.0,167.0,53.0,3.0
TAGLN,235.0,283.0,10.0,10.0
TAGLN2,2920.0,6344.0,127.0,638.0
TAGLN3,8.0,90.0,1.0,5.0
TAL1,6.0,7.0,24.0,0.0
TAL2,0.0,0.0,0.0,0.0
TALDO1,2462.0,2236.0,54.0,238.0
TAMM41,175.0,114.0,9.0,10.0
TANC1,73.0,813.0,53.0,63.0
TANC2,827.0,966.0,36.0,92.0
TANGO2,604.0,294.0,18.0,23.0
TANGO6,432.0,155.0,13.0,19.0
TANK,1615.0,995.0,25.0,94.0
TAOK1,7408.0,4887.0,436.0,311.0
TAOK2,545.0,538.0,74.0,33.0
TAOK3,4231.0,2383.0,91.0,140.0
TAP1,3902.0,3477.0,99.0,415.0
TAPBP,6397.0,3564.0,167.0,433.0
TAPBPL,1049.0,763.0,30.0,99.0
TAPSAR1,1347.0,244.0,28.0,14.0
TAPT1,458.0,528.0,16.0,39.0
TAPT1-AS1,53.0,63.0,3.0,9.0
TARBP1,454.0,416.0,21.0,48.0
TARBP2,276.0,330.0,22.0,35.0
TARDBP,1490.0,1249.0,79.0,105.0
TARM1,1.0,0.0,0.0,0.0
TARS,1739.0,2815.0,77.0,352.0
TARS2,475.0,616.0,7.0,64.0
TARSL2,340.0,287.0,8.0,9.0
TAS1R1,0.0,0.0,0.0,0.0
TAS1R3,7.0,12.0,1.0,2.0
TAS2R13,0.0,0.0,0.0,0.0
TAS2R14,24.0,16.0,0.0,2.0
TAS2R19,0.0,0.0,0.0,0.0
TAS2R30,1.0,0.0,0.0,0.0
TAS2R31,0.0,1.0,1.0,0.0
TAS2R5,0.0,0.0,0.0,0.0
TASP1,164.0,287.0,6.0,10.0
TAT,7.0,105.0,0.0,0.0
TATDN1,156.0,247.0,11.0,53.0
TATDN2,706.0,304.0,18.0,28.0
TATDN3,301.0,187.0,4.0,7.0
TAX1BP1,4703.0,7324.0,131.0,504.0
TAX1BP3,136.0,288.0,22.0,21.0
TAZ,563.0,319.0,30.0,23.0
TBC1D1,3126.0,1508.0,163.0,98.0
TBC1D10A,267.0,153.0,7.0,13.0
TBC1D10B,692.0,434.0,23.0,50.0
TBC1D10C,2547.0,111.0,37.0,3.0
TBC1D12,467.0,220.0,20.0,18.0
TBC1D13,336.0,223.0,27.0,27.0
TBC1D14,1567.0,925.0,45.0,91.0
TBC1D15,1218.0,986.0,114.0,80.0
TBC1D16,223.0,549.0,43.0,50.0
TBC1D17,343.0,357.0,33.0,25.0
TBC1D19,70.0,100.0,13.0,10.0
TBC1D2,702.0,341.0,21.0,88.0
TBC1D20,746.0,604.0,41.0,45.0
TBC1D22A,1723.0,812.0,64.0,89.0
TBC1D22B,244.0,198.0,12.0,10.0
TBC1D23,886.0,1004.0,37.0,67.0
TBC1D24,163.0,141.0,14.0,12.0
TBC1D25,235.0,205.0,12.0,16.0
TBC1D26,1.0,0.0,0.0,0.0
TBC1D29,1.0,0.0,0.0,0.0
TBC1D2B,1461.0,538.0,53.0,63.0
TBC1D30,111.0,217.0,14.0,10.0
TBC1D31,533.0,132.0,14.0,31.0
TBC1D32,70.0,72.0,7.0,17.0
TBC1D3F,11.0,12.0,1.0,0.0
TBC1D4,1477.0,428.0,119.0,66.0
TBC1D5,2013.0,903.0,91.0,85.0
TBC1D7,241.0,155.0,12.0,17.0
TBC1D8,577.0,540.0,30.0,37.0
TBC1D8B,82.0,403.0,15.0,30.0
TBC1D9,1362.0,438.0,51.0,12.0
TBC1D9B,2694.0,2181.0,119.0,227.0
TBCA,397.0,588.0,23.0,49.0
TBCB,1533.0,1418.0,58.0,95.0
TBCC,603.0,472.0,23.0,50.0
TBCCD1,144.0,149.0,10.0,11.0
TBCD,1618.0,1112.0,89.0,118.0
TBCE,319.0,404.0,11.0,39.0
TBCEL,233.0,179.0,16.0,15.0
TBCK,473.0,376.0,21.0,32.0
TBK1,808.0,558.0,37.0,35.0
TBKBP1,75.0,34.0,17.0,2.0
TBL1X,1052.0,827.0,23.0,62.0
TBL1XR1,2620.0,2259.0,112.0,250.0
TBL2,567.0,887.0,14.0,139.0
TBL3,279.0,378.0,13.0,49.0
TBP,183.0,124.0,7.0,10.0
TBPL1,229.0,152.0,6.0,15.0
TBPL2,0.0,0.0,0.0,0.0
TBR1,5.0,2.0,0.0,0.0
TBRG1,1206.0,765.0,31.0,34.0
TBRG4,529.0,692.0,18.0,97.0
TBX1,8.0,10.0,2.0,0.0
TBX15,6.0,180.0,0.0,0.0
TBX18,3.0,11.0,0.0,3.0
TBX19,101.0,54.0,1.0,6.0
TBX2,18.0,20.0,13.0,3.0
TBX21,553.0,13.0,6.0,0.0
TBX3,12.0,208.0,49.0,1.0
TBX4,1.0,47.0,0.0,2.0
TBX5,0.0,0.0,0.0,0.0
TBX6,12.0,49.0,3.0,1.0
TBXA2R,5.0,3.0,13.0,0.0
TBXAS1,2650.0,212.0,33.0,5.0
TC2N,1377.0,1097.0,18.0,71.0
TCAIM,377.0,398.0,16.0,34.0
TCAP,28.0,13.0,2.0,0.0
TCEA1,432.0,606.0,10.0,34.0
TCEA2,225.0,313.0,33.0,27.0
TCEA3,128.0,418.0,10.0,29.0
TCEAL1,263.0,349.0,26.0,19.0
TCEAL2,6.0,432.0,2.0,0.0
TCEAL3,347.0,510.0,17.0,17.0
TCEAL4,904.0,1604.0,125.0,165.0
TCEAL5,0.0,0.0,0.0,0.0
TCEAL7,2.0,5.0,0.0,0.0
TCEAL8,609.0,947.0,41.0,66.0
TCEANC,117.0,62.0,4.0,4.0
TCEANC2,338.0,158.0,16.0,7.0
TCEB1,856.0,950.0,44.0,92.0
TCEB2,2425.0,4081.0,122.0,450.0
TCEB3,1718.0,1235.0,71.0,142.0
TCERG1,2159.0,1690.0,78.0,223.0
TCERG1L,0.0,0.0,0.0,0.0
TCF12,1947.0,1116.0,117.0,107.0
TCF15,1.0,2.0,8.0,0.0
TCF19,309.0,185.0,6.0,25.0
TCF20,1921.0,1440.0,62.0,165.0
